report_date_as_yyyy_mm_dd,open_interest,dealer_long,dealer_short,asset_mgr_long,asset_mgr_short,lev_long,lev_short,lev_net,lev_net_share_oi
2018-06-12,166877,23212,28886,32952,28874,55723,38368,17355,0.10399875357299089
2018-06-19,154641,35223,17151,34732,30501,48426,63117,-14691,-0.0950006789919879
2018-06-26,153566,39303,17047,33995,31618,44371,58067,-13696,-0.08918640844978706
2018-07-03,168360,52454,16512,33458,36814,47946,64755,-16809,-0.09983962936564504
2018-07-10,182066,57986,16335,33287,38092,57347,72682,-15335,-0.08422769764810563
2018-07-17,215413,83103,4739,32351,47098,67784,106291,-38507,-0.17875894212512708
2018-07-17,27480,3960,6212,8169,12580,5491,1344,4147,0.15090975254730712
2018-07-24,200427,90001,3412,33707,43391,44305,97871,-53566,-0.26725940117848396
2018-07-24,27012,3757,6212,8209,12545,5558,553,5005,0.1852880201391974
2018-07-31,197566,86209,4167,35100,46343,42951,89590,-46639,-0.23606794691394267
2018-07-31,25695,3811,6212,8622,11975,4049,0,4049,0.1575792955827982
2018-08-07,187902,86028,4702,34557,43786,35328,84488,-49160,-0.26162574107779585
2018-08-07,25898,3793,6212,8614,11842,4843,0,4843,0.18700285736350297
2018-08-14,185834,77723,5098,36678,42203,38582,84227,-45645,-0.24562243722892474
2018-08-14,27986,3886,6212,8200,11804,6848,650,6198,0.22146787679554064
2018-08-21,189698,72834,11807,34892,44136,44806,76477,-31671,-0.1669548440152242
2018-08-21,29084,4811,6212,8243,13061,7240,0,7240,0.24893412185394032
2018-08-28,185082,73192,10986,36341,45488,38592,69591,-30999,-0.16748792427140402
2018-09-04,185347,77878,6558,35055,46857,34498,71646,-37148,-0.20042406944811625
2018-09-04,27900,5407,6212,8194,14043,5068,0,5068,0.18164874551971327
2018-09-11,193428,76631,4120,33976,44362,33311,75381,-42070,-0.21749694976942324
2018-09-11,34948,5473,4897,6899,14977,5839,0,5839,0.1670767998168708
2018-09-18,200221,85279,2846,36973,46987,45131,82561,-37430,-0.18694342751259857
2018-09-18,29914,6317,0,5313,14786,5298,0,5298,0.1771077087651267
2018-09-25,215376,103682,946,34111,55174,45774,90403,-44629,-0.20721436000297155
2018-10-02,252277,129671,1736,34811,64506,52067,117699,-65632,-0.26015847659517116
2018-10-09,253374,138868,3690,39723,64352,40448,114678,-74230,-0.29296612912137787
2018-10-09,25265,26,5457,9910,12169,4459,0,4459,0.1764892143281219
2018-10-16,211210,110373,3663,37223,51120,29258,96562,-67304,-0.31865915439609865
2018-10-16,25330,5,5496,9902,11031,5307,0,5307,0.20951440979076194
2018-10-23,205643,104666,4082,35706,48909,28994,90625,-61631,-0.2996989929149059
2018-10-23,25616,0,5997,9805,11766,6156,0,6156,0.24031855090568394
2018-10-30,203113,101433,4385,35050,50399,28236,90924,-62688,-0.308636079423769
2018-10-30,26453,0,6064,8954,11469,6941,0,6941,0.2623898990662685
2018-11-06,209453,109237,4140,33708,52856,31091,89744,-58653,-0.28002940993922265
2018-11-06,27590,0,6729,9842,12198,7876,0,7876,0.28546574845958683
2018-11-13,231730,123409,4485,36012,59550,37033,103882,-66849,-0.2884779700513529
2018-11-13,28205,0,6386,10437,12484,8262,0,8262,0.2929267860308456
2018-11-20,223144,116640,4843,33693,57601,32015,95076,-63061,-0.2826022658014556
2018-11-20,28641,0,6706,10740,12464,8201,0,8201,0.2863377675360497
2018-11-27,231711,124453,4769,30544,55093,34552,103991,-69439,-0.29967934193888074
2018-11-27,27829,0,6826,10442,12102,7476,0,7476,0.268640626684394
2018-12-04,226835,115399,5733,29402,54559,34642,103943,-69301,-0.3055128176868649
2018-12-04,28897,0,6828,10862,12131,8717,0,8717,0.30165761151676646
2018-12-11,213055,102609,5994,30758,46325,27667,90375,-62708,-0.29432775574382203
2018-12-11,44623,0,7131,11162,12664,8261,0,8261,0.18512874526589426
2018-12-18,214868,104692,13867,36201,44895,27211,95318,-68107,-0.31697134985200215
2018-12-18,39033,0,12253,11112,12647,8298,0,8298,0.21258934747521327
2018-12-24,224458,94252,23097,45414,32356,31850,109199,-77349,-0.34460344474244625
2018-12-24,29007,5601,6461,10963,12670,3881,1251,2630,0.09066776984865722
2018-12-31,216224,87795,30453,46941,27152,28394,101961,-73567,-0.34023512653544474
2018-12-31,28352,5618,6456,10924,12247,3001,1252,1749,0.061688769751693004
2019-01-08,230524,77114,70193,44855,20582,40632,87704,-47072,-0.2041956585865246
2019-01-08,27563,5547,6431,10938,10031,2437,2279,158,0.00573232231614846
2019-01-15,229295,75869,91031,44815,16763,37230,69224,-31994,-0.1395320438736126
2019-01-15,26916,5654,6320,10870,9764,1556,2777,-1221,-0.04536335265269728
2019-01-22,212563,73839,95627,41915,16338,28994,49940,-20946,-0.0985401974943899
2019-01-22,27674,5982,6316,10551,9385,1457,2794,-1337,-0.048312495483124954
2019-01-29,204816,72829,94347,38614,15996,28909,42997,-14088,-0.06878368877431451
2019-01-29,27498,5954,6316,10520,9339,936,2928,-1992,-0.07244163211869954
2019-02-05,192789,71877,92943,36295,20496,23184,25227,-2043,-0.01059707763409738
2019-02-05,26282,6099,6135,9586,9596,915,1645,-730,-0.027775663952515028
2019-02-12,185725,71303,81893,32976,26817,26572,25200,1372,0.00738726611926235
2019-02-12,26395,5880,6096,9428,10555,749,1248,-499,-0.018905095662057208
2019-02-19,184023,74298,68641,31927,35639,27541,28868,-1327,-0.00721105513984665
2019-02-19,26630,5957,6086,9453,11131,1376,1230,146,0.005482538490424333
2019-02-26,186158,75228,60001,32777,40643,30119,32690,-2571,-0.01381084884882734
2019-03-05,207083,84404,49226,33413,57202,37332,41940,-4608,-0.02225194728683668
2019-03-12,196766,80910,45399,34121,58735,27602,35436,-7834,-0.03981378896760619
2019-03-19,158074,57582,1395,35378,62093,26345,43563,-17218,-0.10892366866151296
2019-03-26,157145,56155,3611,33752,61032,25243,45442,-20199,-0.12853733812720736
2019-04-02,156838,58983,3157,36797,66828,22099,39940,-17841,-0.11375431974393961
2019-04-09,165736,64129,1595,36197,71990,21991,44988,-22997,-0.13875681807211468
2019-04-16,200018,90447,2029,40153,80814,27337,66965,-39628,-0.19812216900478957
2019-04-23,207316,97553,1854,39774,85808,24871,66543,-41672,-0.20100715815470105
2019-04-23,23370,4240,4745,8130,10471,1624,0,1624,0.0694908001711596
2019-04-30,203323,104517,1591,33511,88988,22102,62201,-40099,-0.19721821928655392
2019-04-30,24067,4340,4756,8200,10467,2714,0,2714,0.11276852121161757
2019-05-07,201462,98558,1688,34018,82675,26328,64067,-37739,-0.18732564950213937
2019-05-07,24571,4320,4769,8205,10883,2743,0,2743,0.11163566806397786
2019-05-14,180573,63039,7220,34122,61029,37735,60994,-23259,-0.1288066322207639
2019-05-14,26438,4332,4803,8618,11805,4851,996,3855,0.1458128451471367
2019-05-21,170834,62641,12172,31741,58030,33326,50259,-16933,-0.0991196131917534
2019-05-21,26784,4332,4804,8613,12226,5054,996,4058,0.15150836320191158
2019-05-28,169790,58792,17055,30631,55270,31387,47973,-16586,-0.09768537605277107
2019-05-28,27427,4330,4164,8106,12856,6088,957,5131,0.18707842636817734
2019-06-04,167810,43400,23360,36529,51168,32818,41800,-8982,-0.053524819736606874
2019-06-04,27384,4422,4007,7967,13746,4404,957,3447,0.1258764241893076
2019-06-11,169387,38619,19295,35772,43502,26407,42005,-15598,-0.09208498881260073
2019-06-11,27094,4399,3986,8385,10529,3739,947,2792,0.10304864545655865
2019-06-18,123629,4226,14594,36513,38905,35055,25787,9268,0.07496622960632214
2019-06-18,28648,4375,4528,7554,10613,5057,957,4100,0.14311644791957553
2019-06-25,139439,4215,34715,42467,34241,35773,21973,13800,0.09896800751583129
2019-06-25,25302,3938,4472,7577,10656,5220,957,4263,0.16848470476642163
2019-07-02,139355,4535,36923,42870,31461,38586,20940,17646,0.12662624233073805
2019-07-02,25337,3952,4457,7482,10691,5064,935,4129,0.16296325531830919
2019-07-09,135737,8979,37239,41245,35158,38861,18398,20463,0.15075476841244465
2019-07-09,26856,3939,4465,7484,11063,6593,950,5643,0.2101206434316354
2019-07-16,130304,6367,32961,40917,34417,35550,19319,16231,0.12456256139489194
2019-07-16,27653,3936,4472,6882,11068,7228,940,6288,0.22738943333453876
2019-07-23,136245,4293,35938,43346,35934,38732,20904,17828,0.13085250834893022
2019-07-23,28062,3936,4509,6805,11087,8040,940,7100,0.25301118950894447
2019-07-30,138842,4465,34796,42074,45274,39797,14770,25027,0.18025525417380908
2019-07-30,26937,3936,4509,6372,9947,6686,937,5749,0.21342391506106842
2019-08-06,153338,3943,48470,46261,36356,44894,22593,22301,0.14543687800806063
2019-08-06,26379,3977,4399,5473,9931,5883,980,4903,0.18586754615413775
2019-08-13,160271,5259,58656,45795,30627,48601,22550,26051,0.1625434420450362
2019-08-13,25450,3987,3243,4352,11268,6226,407,5819,0.22864440078585463
2019-08-20,154662,3689,67471,43400,32531,48307,11635,36672,0.23711060247507468
2019-08-20,24899,3995,3172,4320,10777,5989,0,5989,0.24053174826298246
2019-08-27,157862,3689,62391,42679,34296,55137,17197,37940,0.2403364964335939
2019-08-27,24455,4035,3075,4323,10585,5598,0,5598,0.22891024330402782
2019-09-03,157788,3632,61177,41960,34229,51589,20379,31210,0.19779704413516871
2019-09-03,23971,4038,3020,4235,10541,5122,0,5122,0.21367485711901882
2019-09-10,151397,4998,54274,37794,38263,51317,13034,38283,0.25286498411461256
2019-09-10,28501,3941,2997,4262,10957,4769,0,4769,0.16732746219430897
2019-09-17,130940,8588,39709,30716,47281,45956,8214,37742,0.2882388880403238
2019-09-17,28840,4008,2983,6152,9815,3287,1712,1575,0.05461165048543689
2019-09-24,142026,14841,38547,31259,47731,45128,13946,31182,0.21955134975286214
2019-10-01,151860,17567,37150,30655,46484,51886,28339,23547,0.15505728960885026
2019-10-01,23033,6053,1720,6147,11501,790,990,-200,-0.008683193678635001
2019-10-08,150019,22659,38945,30790,35633,48832,35165,13667,0.09110179377278878
2019-10-08,22834,6114,1835,5951,11399,1124,890,234,0.010247875974424104
2019-10-15,157707,43559,33760,27999,38056,44319,41871,2448,0.015522456200422302
2019-10-15,21703,6169,1805,5894,10199,0,1839,-1839,-0.0847348292862738
2019-10-22,159250,52443,32505,25618,44491,40823,38686,2137,0.013419152276295133
2019-10-22,22716,6159,1799,5865,9840,528,3324,-2796,-0.1230850501848917
2019-10-29,163486,58144,31951,25214,45995,38588,38010,578,0.003535470927174192
2019-10-29,22047,6159,1782,5859,10067,0,1555,-1555,-0.07053113802331383
2019-11-05,177106,66301,31100,27172,45830,42133,47724,-5591,-0.03156866509322101
2019-11-05,21866,5341,1782,6949,10248,0,2091,-2091,-0.09562791548522821
2019-11-12,183480,70363,29344,32131,46883,36442,53074,-16632,-0.09064748201438849
2019-11-12,22062,5317,1874,7031,10340,0,1920,-1920,-0.08702746804460158
2019-11-19,182445,64271,28793,34405,50040,37284,51240,-13956,-0.07649428594919017
2019-11-19,22481,5319,1903,6845,10602,448,1843,-1395,-0.06205239980427917
2019-11-26,196894,73965,30340,36123,54325,40255,54702,-14447,-0.07337450607941329
2019-11-26,22562,5459,1754,6559,10581,448,1703,-1255,-0.05562450137399167
2019-12-03,214223,71367,26917,38756,62280,41071,56685,-15614,-0.07288666483057375
2019-12-03,23734,5338,1752,7280,10602,448,3991,-3543,-0.14927951462037584
2019-12-10,198700,67095,28791,42511,55455,35785,46734,-10949,-0.05510317060895823
2019-12-10,27942,5364,1748,7102,11133,0,3873,-3873,-0.1386085462744256
2019-12-17,178529,55081,14057,45029,59917,32394,45727,-13333,-0.07468254457259045
2019-12-17,28753,5354,1272,7044,11145,0,5237,-5237,-0.18213751608527806
2019-12-24,173142,51553,18995,43382,56522,30622,39834,-9212,-0.05320488385256033
2019-12-31,174966,50721,20561,43204,47687,32687,43688,-11001,-0.06287507287130072
2019-12-31,22832,3709,3606,5844,12948,2293,0,2293,0.1004292221443588
2020-01-07,162094,37708,24086,41065,38986,35369,43313,-7944,-0.049008599948178216
2020-01-07,23229,3759,3614,5848,12922,2874,0,2874,0.12372465452666925
2020-01-14,183863,62240,19359,36344,54786,37940,53619,-15679,-0.08527544965544998
2020-01-21,203579,80528,20850,36404,62930,37383,61592,-24209,-0.11891698063159756
2020-01-28,184919,73465,19225,35581,61523,32378,47689,-15311,-0.08279841444091737
2020-01-28,25127,4561,4008,5877,13549,3715,586,3129,0.12452740080391611
2020-02-04,190079,67229,25527,37794,63472,42149,44275,-2126,-0.011184823152478707
2020-02-11,193822,74571,24227,39076,70684,36627,40000,-3373,-0.017402565240272002
2020-02-18,203631,79838,24728,39089,73854,41471,45153,-3682,-0.018081726259754162
2020-02-18,26199,4995,3773,4783,13668,5875,0,5875,0.22424520019848085
2020-02-25,223904,105278,15549,36220,75918,38795,68379,-29584,-0.13212805488066315
2020-02-25,23001,4737,3794,4750,9614,2055,0,2055,0.08934394156775792
2020-03-03,198404,76432,23919,41741,44192,35012,76283,-41271,-0.20801495937581904
2020-03-03,22266,4790,3772,4592,8880,1946,0,1946,0.08739782628222402
2020-03-10,159128,20399,30609,48889,31327,42591,48693,-6102,-0.038346488361570556
2020-03-10,24540,4753,3818,4053,10559,4148,0,4148,0.16903015484922576
2020-03-17,125769,7654,34801,38429,26381,36209,31286,4923,0.03914319108842402
2020-03-24,125594,13311,30396,39319,28423,39271,32971,6300,0.05016163192509196
2020-03-31,120270,15719,34119,46518,23880,22311,33230,-10919,-0.09078739502785399
2020-04-07,118595,13648,35829,45418,25993,22961,28679,-5718,-0.04821451157300055
2020-04-14,122929,14063,42999,45302,22069,21367,30209,-8842,-0.07192769810215653
2020-04-21,128272,12537,47680,50965,19020,25617,32530,-6913,-0.05389328926032182
2020-04-28,143835,11744,62134,55751,18737,30480,32368,-1888,-0.013126151493030208
2020-05-05,152042,12326,72132,57388,15652,33055,31856,1199,0.007885978874258428
2020-05-12,153370,10372,71506,63022,16548,31770,31054,716,0.0046684488491882375
2020-05-19,147975,9228,69740,58117,17148,32609,25502,7107,0.04802838317283325
2020-05-26,156827,10756,77745,58191,16276,38968,25605,13363,0.08520854189648466
2020-06-02,158743,10315,67947,56842,17480,41929,31779,10150,0.06393982726797402
2020-06-09,155159,13331,56966,59843,22026,28049,30670,-2621,-0.01689234913862554
2020-06-16,127287,4484,57516,59880,16733,20213,21112,-899,-0.007062779388311453
2020-06-23,144549,4758,73055,67059,17955,25682,23972,1710,0.011829898511923292
2020-06-30,137362,5285,65602,65197,21577,19963,19211,752,0.005474585402076265
2020-07-07,138313,7487,59865,66795,17827,17899,26095,-8196,-0.059256902821860566
2020-07-14,135263,6351,59740,66265,17938,18119,26274,-8155,-0.06028995364586029
2020-07-21,142686,6168,64511,65958,17014,22763,32414,-9651,-0.06763803036037172
2020-07-28,170269,6214,89304,74782,13547,35723,36795,-1072,-0.006295919985434812
2020-08-04,157968,5999,93192,72031,12340,31502,23149,8353,0.052877798035045075
2020-08-11,150149,6527,83371,70691,10519,29027,23982,5045,0.0335999573756735
2020-08-18,147076,7636,83008,69400,9694,23500,23674,-174,-0.0011830618183796132
2020-08-25,147553,6213,78112,75013,13687,23483,24678,-1195,-0.008098784843412197
2020-09-01,145922,6558,84204,73946,12282,21823,21154,669,0.004584641109633914
2020-09-08,151546,5562,77782,70908,11644,22918,27401,-4483,-0.029581777150172225
2020-09-15,148912,4678,75924,72570,13007,25525,34056,-8531,-0.05728886859353175
2020-09-22,169251,3994,92729,89596,13491,31667,34141,-2474,-0.014617343472121288
2020-09-29,158298,4402,86868,87933,15141,26702,27971,-1269,-0.00801652579312436
2020-10-06,163024,4584,93668,92295,11333,25909,30013,-4104,-0.02517420747865345
2020-10-13,165616,4695,92730,92746,10625,27822,32390,-4568,-0.027581876147232152
2020-10-20,166091,4815,92657,94480,11708,28306,36443,-8137,-0.04899121565888579
2020-10-27,177622,4361,106734,95993,10393,30008,32513,-2505,-0.01410298273862472
2020-10-27,19619,0,2682,6050,11085,3322,0,3322,0.16932565370304298
2020-11-03,184751,5279,117634,96561,12901,35077,26321,8756,0.047393518844282306
2020-11-03,19660,0,2526,5658,11242,4097,0,4097,0.20839267548321466
2020-11-10,183518,4180,125783,95175,9275,38172,18762,19410,0.10576619187218693
2020-11-17,165073,4472,113568,92980,9522,24391,14892,9499,0.05754423800379226
2020-11-24,179503,4971,125009,97171,8497,27685,18739,8946,0.04983760717091079
2020-12-01,185873,4366,131394,95030,7597,28197,19310,8887,0.04781221586782373
2020-12-08,193326,4611,140755,97516,7420,31321,18203,13118,0.06785429792164531
2020-12-15,193317,4442,136999,100794,7941,33998,23561,10437,0.05398904390198482
2020-12-15,17981,0,3792,6502,7383,0,79,-79,-0.00439352650019465
2020-12-21,196845,3908,139896,105681,7421,31937,23404,8533,0.04334882775788056
2020-12-21,16757,0,3961,6705,7411,0,516,-516,-0.030793101390463685
2020-12-29,194454,3897,144775,107637,7392,27662,19082,8580,0.04412354592860008
2020-12-29,16698,0,3552,6643,7228,0,518,-518,-0.031021679243023115
2021-01-05,206963,4650,153840,111617,7523,35351,21955,13396,0.06472654532452661
2021-01-05,16914,0,3554,6794,7226,0,419,-419,-0.024772377911789052
2021-01-12,190811,5082,139345,105442,7644,27744,15493,12251,0.06420489384783896
2021-01-12,17092,0,3602,6853,7238,0,0,0,0.0
2021-01-19,191540,4410,142752,106382,7667,28011,16899,11112,0.058013991855487106
2021-01-26,193822,4453,140768,105977,7560,28334,20911,7423,0.03829802602387758
2021-02-02,190948,9172,119013,95603,11676,38181,27924,10257,0.0537161949850221
2021-02-09,183901,10145,108756,88270,12423,34758,28508,6250,0.03398567707625298
2021-02-16,188119,10062,106657,89331,14195,39232,30856,8376,0.04452500810657084
2021-02-16,17619,437,2161,6514,7193,0,1986,-1986,-0.1127192235654691
2021-02-23,183247,13724,92821,81602,16918,39084,38915,169,0.0009222524788946067
2021-02-23,18742,437,2078,6537,6721,1000,3285,-2285,-0.12191868530573044
2021-03-02,189270,23390,81975,78840,21129,35924,42452,-6528,-0.03449041052464733
2021-03-02,18484,429,1881,6450,6471,500,2734,-2234,-0.1208612854360528
2021-03-09,211347,45628,77961,75218,32152,43612,50648,-7036,-0.03329122249192087
2021-03-09,20457,445,1881,6397,6395,500,2911,-2411,-0.11785696827491812
2021-03-16,145951,26005,11713,71063,35249,21051,54898,-33847,-0.23190659879000486
2021-03-16,22707,455,1917,6812,6440,500,3738,-3238,-0.14259919848504865
2021-03-23,160581,37802,6936,69874,39545,23035,66682,-43647,-0.27180675173277036
2021-03-30,166091,48484,7277,67615,44377,22715,65897,-43182,-0.2599900054789242
2021-03-30,21157,2414,4509,6425,8763,1094,1545,-451,-0.021316821855650613
2021-04-06,164310,54124,6134,57282,48575,26100,62386,-36286,-0.22083865863307164
2021-04-06,21113,2414,4603,6478,8859,1157,1545,-388,-0.018377303083408326
2021-04-13,165431,57485,6352,54076,49595,28458,63748,-35290,-0.21332156609099867
2021-04-13,21477,2414,4603,6407,9478,1309,1545,-236,-0.010988499324859152
2021-04-20,162649,57722,8784,48865,37728,27869,72414,-44545,-0.27387195740521
2021-04-20,23679,2406,4603,6390,11758,2361,1545,816,0.03446091473457494
2021-04-27,154894,47369,10834,50237,31126,28779,71140,-42361,-0.2734838018257647
2021-04-27,23695,2404,4600,6317,11743,2514,1545,969,0.0408947035239502
2021-05-04,152676,47343,11375,48048,33073,27394,65632,-38238,-0.25045193743613925
2021-05-04,23049,2404,4600,6282,11121,2469,1545,924,0.040088507093583234
2021-05-11,152404,50064,10078,46216,32788,25983,66036,-40053,-0.26280806278050445
2021-05-11,23092,2401,4604,6253,11125,2489,1545,944,0.04087995842716092
2021-05-18,154727,59418,6181,43603,35375,21343,69183,-47840,-0.30918973417696977
2021-05-18,23562,2401,4614,5963,11641,2612,1545,1067,0.045284780578898225
2021-05-25,153196,57698,7890,44828,35167,20897,68564,-47667,-0.3111504216820283
2021-05-25,23212,2411,4614,5924,11027,2662,1545,1117,0.04812166120971911
2021-06-01,162091,62180,6064,44406,40565,25947,70002,-44055,-0.2717917712889673
2021-06-01,23353,2414,4632,6330,11051,2512,1545,967,0.04140795615124395
2021-06-08,161592,55126,6791,46577,45101,24831,57822,-32991,-0.20416233476904797
2021-06-08,25921,2700,4631,6593,11047,2033,1545,488,0.01882643416534856
2021-06-15,155359,63712,900,44634,46383,20987,64417,-43430,-0.2795460835870468
2021-06-15,25871,3127,4638,6722,11506,2005,1545,460,0.017780526458196437
2021-06-22,190545,89044,1485,42821,64346,32954,75791,-42837,-0.22481303629064
2021-06-22,22145,1013,1195,7040,12847,2275,1545,730,0.032964551817566044
2021-06-29,195698,99898,835,42985,69061,26020,76282,-50262,-0.2568345103169169
2021-06-29,23497,1444,1193,7028,14097,3567,1545,2022,0.08605353874962761
2021-07-06,205341,105631,1862,38839,78359,32680,73029,-40349,-0.19649753337131892
2021-07-06,26859,1444,1593,7061,17298,7054,1545,5509,0.20510815741464686
2021-07-13,203727,96224,4663,40313,75674,39052,76728,-37676,-0.18493375939369844
2021-07-13,25868,884,1193,6433,16714,7426,1545,5881,0.22734652852945725
2021-07-20,192301,90790,4720,42741,74012,32804,72939,-40135,-0.20870926308235527
2021-07-20,25143,447,1193,5956,16001,7745,1545,6200,0.24658950801415902
2021-07-27,196102,96706,2036,40676,83413,31715,69439,-37724,-0.19236927721287903
2021-07-27,27959,1006,1189,5816,19188,12036,1545,10491,0.3752280124467971
2021-08-03,189242,90646,5279,39498,76409,29822,66104,-36282,-0.1917227676731381
2021-08-03,28011,1415,1193,5704,19590,12103,1545,10558,0.37692335154046624
2021-08-10,206131,103406,1921,41771,85319,37354,71652,-34298,-0.1663893349374912
2021-08-10,27822,1215,1200,5692,19620,12021,1545,10476,0.3765365538063403
2021-08-17,196495,97280,3692,42934,85716,27637,63576,-35939,-0.18290032825262728
2021-08-17,29059,1367,1200,5681,20461,13249,1545,11704,0.40276678481709627
2021-08-24,194477,99138,3841,42155,85133,26013,62950,-36937,-0.18992991459144268
2021-08-24,29265,1741,1200,5657,20451,13225,1545,11680,0.3991115667179224
2021-08-31,193999,97773,3461,41607,88173,28437,59939,-31502,-0.16238228032103258
2021-08-31,28588,1544,1200,5615,19782,12749,1545,11204,0.39191269063942913
2021-09-07,204435,92070,1492,43864,82791,29624,65059,-35435,-0.17333137672120724
2021-09-07,33023,1565,1200,5616,19777,11633,1545,10088,0.30548405656663535
2021-09-14,192088,96137,20272,44771,77215,19829,55113,-35284,-0.1836866436216734
2021-09-14,34253,1685,1186,5711,19340,11772,1545,10227,0.29857238782004497
2021-09-21,191213,93824,26021,47495,72592,19906,52543,-32637,-0.17068400161076913
2021-09-21,28988,7184,697,5692,19400,7723,2205,5518,0.19035462950186283
2021-09-28,219638,112536,19750,46044,91395,33996,64226,-30230,-0.13763556397344723
2021-09-28,28136,7609,0,5027,19433,6871,1545,5326,0.18929485356838213
2021-10-05,226379,123644,19325,46780,93966,29347,66177,-36830,-0.1626917691128594
2021-10-05,28114,7576,0,5061,20362,7283,2057,5226,0.1858860354271893
2021-10-12,243617,133145,20611,44112,102257,34597,73453,-38856,-0.15949625847128895
2021-10-12,28288,7771,0,5040,20621,6548,2309,4239,0.14985152714932126
2021-10-19,266750,150285,15982,40591,111039,43227,90256,-47029,-0.17630365510777882
2021-10-19,24697,6668,0,5905,14525,1299,4563,-3264,-0.132161801028465
2021-10-26,265254,155437,14999,41962,102466,38286,98852,-60566,-0.22833208924276355
2021-10-26,23732,5227,0,6568,13438,665,4006,-3341,-0.14078038092027642
2021-11-02,251058,148738,15373,47510,96364,22561,90828,-68267,-0.27191724621402225
2021-11-02,23086,5185,0,6590,13150,0,3798,-3798,-0.1645152906523434
2021-11-09,243087,145815,15849,48559,90868,17400,89346,-71946,-0.2959681101827741
2021-11-09,22815,5230,0,6667,13218,0,3182,-3182,-0.13946964716195484
2021-11-16,252897,155822,17523,42185,93958,22158,87854,-65696,-0.25977374187910496
2021-11-16,22030,5393,0,5795,13264,187,2285,-2098,-0.09523377212891511
2021-11-23,251801,154587,18844,41386,99266,21910,82449,-60539,-0.24042398560768224
2021-11-23,25322,6624,0,6521,15534,2999,2285,714,0.02819682489534792
2021-11-30,216692,121939,21800,38051,87091,23109,62012,-38903,-0.17953131633839736
2021-11-30,26533,8306,0,5134,15542,4230,2285,1945,0.07330494101684694
2021-12-07,205970,107950,19749,39804,82794,19301,48219,-28918,-0.1403990872457154
2021-12-07,28272,8440,0,5056,15937,5226,2285,2941,0.10402518392756084
2021-12-14,176584,88670,2440,38215,85499,24246,45627,-21381,-0.12108118515833824
2021-12-14,34124,7926,0,5065,17597,6070,2285,3785,0.11091900128941508
2021-12-21,183743,93354,3842,38894,88844,25404,46104,-20700,-0.11265735293317296
2021-12-21,26769,9838,0,5053,17630,2344,1545,799,0.029847958459412006
2021-12-28,203814,102130,4107,40821,98235,33153,54022,-20869,-0.10239237736367472
2021-12-28,26698,9838,0,5017,17724,2269,1545,724,0.02711813618997678
2022-01-04,234068,121341,4722,41272,107457,40072,68556,-28484,-0.12169113249141275
2022-01-04,26461,9828,0,5062,16734,2156,2907,-751,-0.02838139148180341
2022-01-11,234005,132397,3507,39706,106931,33224,74129,-40905,-0.17480395718040212
2022-01-11,24444,9790,494,5679,13807,0,3984,-3984,-0.16298478154148258
2022-01-18,201820,115424,8902,42418,88455,18780,59651,-40871,-0.2025121395302745
2022-01-18,24321,9870,0,5071,14355,0,3245,-3245,-0.13342379014020805
2022-01-25,197830,101202,14765,48212,81352,19273,59439,-40166,-0.20303290704139917
2022-02-01,194435,101785,11323,50139,90061,16856,49618,-32762,-0.1684984699256821
2022-02-01,25185,10668,0,4853,16836,793,1545,-752,-0.029859043081199126
2022-02-08,196478,99764,16192,50862,83630,16976,52629,-35653,-0.18146051975284766
2022-02-08,25173,10778,0,4772,15956,0,2393,-2393,-0.09506216978508719
2022-02-15,199425,113515,10327,47986,84796,8648,56529,-47881,-0.24009527391249844
2022-02-15,24456,10776,648,4256,14800,0,3679,-3679,-0.15043343146876023
2022-02-22,194169,104610,12670,47020,82704,14018,52348,-38330,-0.19740535306871848
2022-02-22,24307,10782,655,4255,14254,0,3882,-3882,-0.15970708026494426
2022-03-01,208629,96451,14239,48095,87995,25299,58445,-33146,-0.15887532413998054
2022-03-01,25769,10961,655,4221,17140,1326,1545,-219,-0.0084985835694051
2022-03-08,208683,100477,10499,49932,91964,20957,48192,-27235,-0.1305089537719891
2022-03-08,27109,11304,655,4542,16819,2670,1545,1125,0.04149913312921908
2022-03-15,215484,108916,1107,46221,101437,34616,61226,-26610,-0.12348944701230717
2022-03-15,39119,11306,655,3980,17636,3477,1545,1932,0.04938776553592883
2022-03-22,248221,143155,1937,39691,109495,37660,82393,-44733,-0.18021440571103975
2022-03-29,239698,153069,2794,38438,103224,17132,80572,-63440,-0.26466637185124614
2022-04-05,242217,155667,2991,39617,100800,17717,88862,-71145,-0.29372422249470514
2022-04-05,23058,9867,0,4213,12056,0,5769,-5769,-0.2501951600312256
2022-04-12,245403,164152,2561,37832,106781,15316,87666,-72350,-0.29482117170531735
2022-04-12,22559,8943,557,4218,11354,0,4854,-4854,-0.21516911210603307
2022-04-19,251291,165519,4451,37602,108673,18655,86031,-67376,-0.2681194312569889
2022-04-19,22892,8945,588,4392,11468,0,4881,-4881,-0.2132185916477372
2022-04-26,237995,150574,6379,38829,108563,20464,75398,-54934,-0.23081997520956324
2022-04-26,22945,8538,1134,4583,10104,0,5554,-5554,-0.24205709304859446
2022-05-03,254813,160260,7984,43044,108527,23023,89696,-66673,-0.2616546251564873
2022-05-03,23490,8538,1663,5085,10111,0,5478,-5478,-0.23320561941251597
2022-05-10,247278,159366,6859,41938,113070,18482,80000,-61518,-0.24878072452866815
