country,country_code,date,for_treas_pos,for_treas_net,for_lt_treas_pos,for_lt_treas_net,for_lt_treas_valchg,for_st_treas_pos,for_st_treas_net
New Zealand,61689.0,2025-05-01,15684.0,1306.0,12931.0,1253.0,-220.0,2753.0,53.0
New Zealand,61689.0,2025-06-01,16080.0,376.0,13143.0,192.0,321.0,2937.0,184.0
New Zealand,61689.0,2025-07-01,15707.0,-147.0,12853.0,-64.0,-113.0,2854.0,-83.0
New Zealand,61689.0,2025-08-01,14783.0,63.0,12083.0,217.0,133.0,2700.0,-154.0
New Zealand,61689.0,2025-09-01,15410.0,527.0,12571.0,388.0,28.0,2839.0,139.0
New Zealand,61689.0,2025-10-01,16069.0,741.0,13191.0,702.0,3.0,2878.0,39.0
New Zealand,61689.0,2025-11-01,16545.0,-79.0,13669.0,-77.0,67.0,2876.0,-2.0
New Zealand,61689.0,2025-12-01,16953.0,408.0,14036.0,367.0,-1.0,2917.0,41.0
New Zealand,61689.0,2026-01-01,18052.0,933.0,15159.0,957.0,58.0,2893.0,-24.0
New Zealand,61689.0,2026-02-01,18544.0,307.0,15605.0,261.0,138.0,2939.0,46.0
New Zealand,61689.0,2026-03-01,17758.0,-320.0,14787.0,-352.0,-336.0,2971.0,32.0
New Zealand,61689.0,2026-04-01,17892.0,270.0,14929.0,278.0,-133.0,2963.0,-8.0
New Zealand,61689.0,2026-05-01,15922.0,-2124.0,12898.0,-2185.0,105.0,3024.0,61.0
Norway,12203.0,2020-01-01,97724.0,,97643.0,,,81.0,-1.0
Norway,12203.0,2020-02-01,103282.0,,103210.0,,,72.0,-9.0
Norway,12203.0,2020-03-01,98020.0,,97925.0,,,95.0,23.0
Norway,12203.0,2020-04-01,93217.0,,93200.0,,,17.0,-78.0
Norway,12203.0,2020-05-01,87558.0,,87535.0,,,23.0,6.0
Norway,12203.0,2020-06-01,88720.0,,88705.0,,,15.0,-8.0
Norway,12203.0,2020-07-01,89856.0,,89781.0,,,75.0,60.0
Norway,12203.0,2020-08-01,90634.0,,90534.0,,,100.0,25.0
Norway,12203.0,2020-09-01,90523.0,,90512.0,,,11.0,-89.0
Norway,12203.0,2020-10-01,82946.0,,82879.0,,,67.0,56.0
Norway,12203.0,2020-11-01,88988.0,,88759.0,,,229.0,162.0
Norway,12203.0,2020-12-01,87538.0,,87274.0,,,264.0,35.0
Norway,12203.0,2021-01-01,91418.0,,91137.0,,,281.0,17.0
Norway,12203.0,2021-02-01,97543.0,,96393.0,,,1150.0,869.0
Norway,12203.0,2021-03-01,94272.0,,93161.0,,,1111.0,-39.0
Norway,12203.0,2021-04-01,109200.0,,108067.0,,,1133.0,22.0
Norway,12203.0,2021-05-01,113529.0,,112324.0,,,1205.0,72.0
Norway,12203.0,2021-06-01,115840.0,,114832.0,,,1008.0,-197.0
Norway,12203.0,2021-07-01,119065.0,,117933.0,,,1132.0,124.0
Norway,12203.0,2021-08-01,119932.0,,118212.0,,,1720.0,588.0
Norway,12203.0,2021-09-01,120845.0,,119149.0,,,1696.0,-24.0
Norway,12203.0,2021-10-01,105012.0,,104740.0,,,272.0,-1424.0
Norway,12203.0,2021-11-01,100206.0,,99944.0,,,262.0,-10.0
Norway,12203.0,2021-12-01,98330.0,,97644.0,,,686.0,424.0
Norway,12203.0,2022-01-01,115762.0,,115082.0,,,680.0,-6.0
Norway,12203.0,2022-02-01,120147.0,,119283.0,,,864.0,184.0
Norway,12203.0,2022-03-01,116749.0,,116185.0,,,564.0,-300.0
Norway,12203.0,2022-04-01,115616.0,,115146.0,,,470.0,-94.0
Norway,12203.0,2022-05-01,109023.0,,108577.0,,,446.0,-24.0
Norway,12203.0,2022-06-01,112919.0,,112785.0,,,134.0,-312.0
Norway,12203.0,2022-07-01,112523.0,,112391.0,,,132.0,-2.0
Norway,12203.0,2022-08-01,111107.0,,110975.0,,,132.0,0.0
Norway,12203.0,2022-09-01,99607.0,,99535.0,,,72.0,-60.0
Norway,12203.0,2022-10-01,95652.0,,95608.0,,,44.0,-28.0
Norway,12203.0,2022-11-01,97723.0,,97697.0,,,26.0,-18.0
Norway,12203.0,2022-12-01,91958.0,,91950.0,,,8.0,-18.0
Norway,12203.0,2023-01-01,104440.0,,104342.0,,,98.0,90.0
Norway,12203.0,2023-02-01,116597.0,13205.0,116587.0,13293.0,-1468.0,10.0,-88.0
Norway,12203.0,2023-03-01,119132.0,1829.0,119118.0,1825.0,724.0,14.0,4.0
Norway,12203.0,2023-04-01,122802.0,3045.0,122792.0,3049.0,715.0,10.0,-4.0
Norway,12203.0,2023-05-01,121962.0,-283.0,121953.0,-282.0,-531.0,9.0,-1.0
Norway,12203.0,2023-06-01,126405.0,4961.0,126077.0,4642.0,-320.0,328.0,319.0
Norway,12203.0,2023-07-01,127469.0,1371.0,127095.0,1325.0,-395.0,374.0,46.0
Norway,12203.0,2023-08-01,126331.0,-705.0,125999.0,-663.0,-354.0,332.0,-42.0
Norway,12203.0,2023-09-01,121583.0,-3033.0,121213.0,-3071.0,-1728.0,370.0,38.0
Norway,12203.0,2023-10-01,121232.0,763.0,120740.0,641.0,-1056.0,492.0,122.0
Norway,12203.0,2023-11-01,113636.0,-9677.0,112747.0,-10074.0,2091.0,889.0,397.0
Norway,12203.0,2023-12-01,139260.0,6778.0,138186.0,6593.0,1526.0,1074.0,185.0
Norway,12203.0,2024-01-01,150124.0,7246.0,149631.0,7827.0,3709.0,493.0,-581.0
Norway,12203.0,2024-02-01,141340.0,-5033.0,140824.0,-5056.0,-3744.0,516.0,23.0
Norway,12203.0,2024-03-01,151867.0,10827.0,151364.0,10840.0,-339.0,503.0,-13.0
Norway,12203.0,2024-04-01,142339.0,-7833.0,141881.0,-7788.0,-2477.0,458.0,-45.0
Norway,12203.0,2024-05-01,146069.0,2973.0,145631.0,2993.0,687.0,438.0,-20.0
Norway,12203.0,2024-06-01,157074.0,9334.0,156548.0,9246.0,1671.0,526.0,88.0
Norway,12203.0,2024-07-01,160314.0,985.0,159713.0,910.0,2367.0,601.0,75.0
Norway,12203.0,2024-08-01,165983.0,3732.0,165259.0,3609.0,1994.0,724.0,123.0
Norway,12203.0,2024-09-01,173496.0,6660.0,172577.0,6465.0,1097.0,919.0,195.0
Norway,12203.0,2024-10-01,167081.0,-4217.0,166393.0,-3986.0,-2859.0,688.0,-231.0
Norway,12203.0,2024-11-01,162529.0,-6102.0,161809.0,-6134.0,1275.0,720.0,32.0
Norway,12203.0,2024-12-01,157604.0,-3084.0,157105.0,-2863.0,-1945.0,499.0,-221.0
Norway,12203.0,2025-01-01,173140.0,15612.0,172718.0,15689.0,195.0,422.0,-77.0
Norway,12203.0,2025-02-01,161804.0,-12673.0,161337.0,-12718.0,1585.0,467.0,45.0
Norway,12203.0,2025-03-01,200099.0,38078.0,199724.0,38170.0,257.0,375.0,-92.0
Norway,12203.0,2025-04-01,195851.0,-5302.0,195310.0,-5468.0,786.0,541.0,166.0
Norway,12203.0,2025-05-01,187321.0,-7941.0,186933.0,-7788.0,-427.0,388.0,-153.0
Norway,12203.0,2025-06-01,195125.0,6908.0,194691.0,6862.0,1576.0,434.0,46.0
Norway,12203.0,2025-07-01,207958.0,16277.0,207513.0,16266.0,-684.0,445.0,11.0
Norway,12203.0,2025-08-01,214896.0,7642.0,214416.0,7607.0,730.0,480.0,35.0
Norway,12203.0,2025-09-01,215925.0,373.0,215270.0,198.0,1093.0,655.0,175.0
Norway,12203.0,2025-10-01,193720.0,-24704.0,193235.0,-24534.0,689.0,485.0,-170.0
Norway,12203.0,2025-11-01,218865.0,22327.0,218276.0,22223.0,762.0,589.0,104.0
Norway,12203.0,2025-12-01,208130.0,-10252.0,207102.0,-10691.0,-622.0,1028.0,439.0
Norway,12203.0,2026-01-01,218758.0,9710.0,217867.0,9847.0,257.0,891.0,-137.0
Norway,12203.0,2026-02-01,222957.0,242.0,222109.0,285.0,1902.0,848.0,-43.0
Norway,12203.0,2026-03-01,217374.0,-1538.0,216828.0,-1236.0,-3261.0,546.0,-302.0
Norway,12203.0,2026-04-01,214700.0,-1114.0,213439.0,-1829.0,-1273.0,1261.0,715.0
Norway,12203.0,2026-05-01,207281.0,-5969.0,206314.0,-5675.0,-722.0,967.0,-294.0
Of Which: Foreign Non-Official,99991.0,2020-01-01,2857438.0,,2446509.0,,,410929.0,
Of Which: Foreign Non-Official,99991.0,2020-02-01,2961138.0,,2529764.0,,,431374.0,
Of Which: Foreign Non-Official,99991.0,2020-03-01,2831627.0,,2385340.0,,,446287.0,
Of Which: Foreign Non-Official,99991.0,2020-04-01,2855722.0,,2305535.0,,,550187.0,
Of Which: Foreign Non-Official,99991.0,2020-05-01,2872106.0,,2265900.0,,,606206.0,
Of Which: Foreign Non-Official,99991.0,2020-06-01,2905009.0,,2246629.0,,,658380.0,
Of Which: Foreign Non-Official,99991.0,2020-07-01,2905007.0,,2259020.0,,,645987.0,
Of Which: Foreign Non-Official,99991.0,2020-08-01,2882732.0,,2220118.0,,,662614.0,
Of Which: Foreign Non-Official,99991.0,2020-09-01,2870336.0,,2224522.0,,,645814.0,
Of Which: Foreign Non-Official,99991.0,2020-10-01,2903667.0,,2267945.0,,,635722.0,
Of Which: Foreign Non-Official,99991.0,2020-11-01,2874994.0,,2221721.0,,,653273.0,
Of Which: Foreign Non-Official,99991.0,2020-12-01,2884199.0,,2217854.0,,,666345.0,
Of Which: Foreign Non-Official,99991.0,2021-01-01,2903509.0,,2266501.0,,,637008.0,
Of Which: Foreign Non-Official,99991.0,2021-02-01,2873461.0,,2244123.0,,,629338.0,
Of Which: Foreign Non-Official,99991.0,2021-03-01,2836210.0,,2230309.0,,,605901.0,
Of Which: Foreign Non-Official,99991.0,2021-04-01,2877079.0,,2291520.0,,,585559.0,
Of Which: Foreign Non-Official,99991.0,2021-05-01,2918675.0,,2326946.0,,,591729.0,
Of Which: Foreign Non-Official,99991.0,2021-06-01,3303006.0,,2645723.0,,,657283.0,
Of Which: Foreign Non-Official,99991.0,2021-07-01,3313263.0,,2664711.0,,,648552.0,
Of Which: Foreign Non-Official,99991.0,2021-08-01,3362547.0,,2696084.0,,,666463.0,
Of Which: Foreign Non-Official,99991.0,2021-09-01,3362965.0,,2689996.0,,,672969.0,
Of Which: Foreign Non-Official,99991.0,2021-10-01,3481235.0,,2766335.0,,,714900.0,
Of Which: Foreign Non-Official,99991.0,2021-11-01,3526828.0,,2790929.0,,,735899.0,
Of Which: Foreign Non-Official,99991.0,2021-12-01,3622718.0,,2882948.0,,,739770.0,
Of Which: Foreign Non-Official,99991.0,2022-01-01,3525667.0,,2795528.0,,,730139.0,
Of Which: Foreign Non-Official,99991.0,2022-02-01,3579072.0,,2832589.0,,,746483.0,
Of Which: Foreign Non-Official,99991.0,2022-03-01,3578913.0,,2830200.0,,,748713.0,
Of Which: Foreign Non-Official,99991.0,2022-04-01,3535641.0,,2804689.0,,,730952.0,
Of Which: Foreign Non-Official,99991.0,2022-05-01,3544469.0,,2880226.0,,,664243.0,
Of Which: Foreign Non-Official,99991.0,2022-06-01,3561669.0,,2904568.0,,,657101.0,
Of Which: Foreign Non-Official,99991.0,2022-07-01,3590533.0,,2940499.0,,,650034.0,
Of Which: Foreign Non-Official,99991.0,2022-08-01,3615815.0,,2917205.0,,,698610.0,
Of Which: Foreign Non-Official,99991.0,2022-09-01,3537809.0,,2838207.0,,,699602.0,
Of Which: Foreign Non-Official,99991.0,2022-10-01,3519109.0,,2821689.0,,,697420.0,
Of Which: Foreign Non-Official,99991.0,2022-11-01,3522692.0,,2833932.0,,,688760.0,
Of Which: Foreign Non-Official,99991.0,2022-12-01,3527235.0,,2815961.0,,,711274.0,
Of Which: Foreign Non-Official,99991.0,2023-01-01,3601235.0,,2910591.0,,,690644.0,
Of Which: Foreign Non-Official,99991.0,2023-02-01,3562233.0,21882.0,2853387.0,3680.0,-53515.0,708846.0,18202.0
Of Which: Foreign Non-Official,99991.0,2023-03-01,3698735.0,91160.0,2988385.0,89656.0,52075.0,710350.0,1504.0
Of Which: Foreign Non-Official,99991.0,2023-04-01,3716259.0,56487.0,3029864.0,80442.0,5344.0,686395.0,-23955.0
Of Which: Foreign Non-Official,99991.0,2023-05-01,3675855.0,14631.0,3010247.0,35418.0,-34569.0,665608.0,-20787.0
Of Which: Foreign Non-Official,99991.0,2023-06-01,3794008.0,128450.0,3052114.0,52164.0,-19283.0,741894.0,76286.0
Of Which: Foreign Non-Official,99991.0,2023-07-01,3836320.0,36972.0,3075691.0,18237.0,-10922.0,760629.0,18735.0
Of Which: Foreign Non-Official,99991.0,2023-08-01,3882373.0,46387.0,3083901.0,8544.0,-16837.0,798472.0,37843.0
Of Which: Foreign Non-Official,99991.0,2023-09-01,3818116.0,20630.0,2991695.0,-7319.0,-87098.0,826421.0,27949.0
Of Which: Foreign Non-Official,99991.0,2023-10-01,3836333.0,13954.0,3035726.0,39768.0,-29508.0,800607.0,-25814.0
Of Which: Foreign Non-Official,99991.0,2023-11-01,4032249.0,155741.0,3213238.0,137337.0,76116.0,819011.0,18404.0
Of Which: Foreign Non-Official,99991.0,2023-12-01,4143569.0,4662.0,3310478.0,-9418.0,56744.0,833091.0,14080.0
Of Which: Foreign Non-Official,99991.0,2024-01-01,4154639.0,27392.0,3349692.0,55536.0,-4580.0,804947.0,-28144.0
Of Which: Foreign Non-Official,99991.0,2024-02-01,4231685.0,93655.0,3408419.0,75336.0,-25384.0,823266.0,18319.0
Of Which: Foreign Non-Official,99991.0,2024-03-01,4290998.0,17647.0,3466780.0,16695.0,17997.0,824218.0,952.0
Of Which: Foreign Non-Official,99991.0,2024-04-01,4248948.0,37632.0,3432903.0,45805.0,-57449.0,816045.0,-8173.0
Of Which: Foreign Non-Official,99991.0,2024-05-01,4333054.0,62621.0,3518585.0,64197.0,19777.0,814469.0,-1576.0
Of Which: Foreign Non-Official,99991.0,2024-06-01,4468254.0,77805.0,3583214.0,7234.0,46302.0,885040.0,70571.0
Of Which: Foreign Non-Official,99991.0,2024-07-01,4581786.0,99742.0,3688642.0,91638.0,43061.0,893144.0,8104.0
Of Which: Foreign Non-Official,99991.0,2024-08-01,4734985.0,86731.0,3804660.0,49550.0,40431.0,930325.0,37181.0
Of Which: Foreign Non-Official,99991.0,2024-09-01,4852122.0,68251.0,3920099.0,66553.0,23954.0,932023.0,1698.0
Of Which: Foreign Non-Official,99991.0,2024-10-01,4837292.0,87292.0,3891899.0,73922.0,-57192.0,945393.0,13370.0
Of Which: Foreign Non-Official,99991.0,2024-11-01,4861407.0,-17940.0,3899883.0,-34071.0,16213.0,961524.0,16131.0
Of Which: Foreign Non-Official,99991.0,2024-12-01,4826809.0,41134.0,3828402.0,4251.0,-63908.0,998407.0,36883.0
Of Which: Foreign Non-Official,99991.0,2025-01-01,4813966.0,-13685.0,3848984.0,19740.0,704.0,964982.0,-33425.0
Of Which: Foreign Non-Official,99991.0,2025-02-01,5003459.0,126186.0,4038947.0,126656.0,53262.0,964512.0,-470.0
Of Which: Foreign Non-Official,99991.0,2025-03-01,5128563.0,115012.0,4133765.0,84726.0,-13931.0,994798.0,30286.0
Of Which: Foreign Non-Official,99991.0,2025-04-01,5091303.0,-58933.0,4102677.0,-52761.0,3724.0,988626.0,-6172.0
Of Which: Foreign Non-Official,99991.0,2025-05-01,5144606.0,135583.0,4139605.0,119208.0,-61553.0,1005001.0,16375.0
Of Which: Foreign Non-Official,99991.0,2025-06-01,5201026.0,24123.0,4183606.0,11704.0,18341.0,1017420.0,12419.0
Of Which: Foreign Non-Official,99991.0,2025-07-01,5223076.0,24570.0,4217553.0,36467.0,-40165.0,1005523.0,-11897.0
Of Which: Foreign Non-Official,99991.0,2025-08-01,5328422.0,80939.0,4299658.0,57698.0,7691.0,1028764.0,23241.0
Of Which: Foreign Non-Official,99991.0,2025-09-01,5364940.0,62611.0,4317137.0,43572.0,18092.0,1047803.0,19039.0
Of Which: Foreign Non-Official,99991.0,2025-10-01,5364053.0,-28855.0,4311451.0,-33654.0,-3634.0,1052602.0,4799.0
Of Which: Foreign Non-Official,99991.0,2025-11-01,5437318.0,43597.0,4384752.0,43633.0,-2098.0,1052566.0,-36.0
Of Which: Foreign Non-Official,99991.0,2025-12-01,5391881.0,8612.0,4330432.0,-271.0,-41420.0,1061449.0,8883.0
Of Which: Foreign Non-Official,99991.0,2026-01-01,5348033.0,-31923.0,4316424.0,-2083.0,-12036.0,1031609.0,-29840.0
Of Which: Foreign Non-Official,99991.0,2026-02-01,5478384.0,74260.0,4400397.0,27882.0,27580.0,1077987.0,46378.0
Of Which: Foreign Non-Official,99991.0,2026-03-01,5450147.0,48468.0,4375203.0,51511.0,-89609.0,1074944.0,-3043.0
Of Which: Foreign Non-Official,99991.0,2026-04-01,5446143.0,793.0,4404798.0,34392.0,-30199.0,1041345.0,-33599.0
Of Which: Foreign Non-Official,99991.0,2026-05-01,5523074.0,71113.0,4464168.0,53552.0,-22977.0,1058906.0,17561.0
Of Which: Foreign Official,99990.0,2020-01-01,4169878.0,,3875058.0,,,294820.0,
Of Which: Foreign Official,99990.0,2020-02-01,4264909.0,,3958829.0,,,306080.0,
Of Which: Foreign Official,99990.0,2020-03-01,4117857.0,,3834635.0,,,283222.0,
Of Which: Foreign Official,99990.0,2020-04-01,4047365.0,,3716351.0,,,331014.0,
Of Which: Foreign Official,99990.0,2020-05-01,4105945.0,,3750224.0,,,355721.0,
Of Which: Foreign Official,99990.0,2020-06-01,4147116.0,,3764847.0,,,382269.0,
Of Which: Foreign Official,99990.0,2020-07-01,4191213.0,,3797649.0,,,393564.0,
Of Which: Foreign Official,99990.0,2020-08-01,4199285.0,,3814269.0,,,385016.0,
Of Which: Foreign Official,99990.0,2020-09-01,4198868.0,,3827385.0,,,371483.0,
Of Which: Foreign Official,99990.0,2020-10-01,4166760.0,,3791349.0,,,375411.0,
Of Which: Foreign Official,99990.0,2020-11-01,4176189.0,,3805373.0,,,370816.0,
Of Which: Foreign Official,99990.0,2020-12-01,4186538.0,,3825569.0,,,360969.0,
Of Which: Foreign Official,99990.0,2021-01-01,4224513.0,,3846444.0,,,378069.0,
Of Which: Foreign Official,99990.0,2021-02-01,4235327.0,,3829093.0,,,406234.0,
Of Which: Foreign Official,99990.0,2021-03-01,4202077.0,,3841479.0,,,360598.0,
Of Which: Foreign Official,99990.0,2021-04-01,4201533.0,,3881321.0,,,320212.0,
Of Which: Foreign Official,99990.0,2021-05-01,4225981.0,,3929864.0,,,296117.0,
Of Which: Foreign Official,99990.0,2021-06-01,4215874.0,,3946410.0,,,269464.0,
Of Which: Foreign Official,99990.0,2021-07-01,4254057.0,,3977691.0,,,276366.0,
Of Which: Foreign Official,99990.0,2021-08-01,4216265.0,,3958275.0,,,257990.0,
Of Which: Foreign Official,99990.0,2021-09-01,4207931.0,,3952518.0,,,255413.0,
Of Which: Foreign Official,99990.0,2021-10-01,4179437.0,,3931721.0,,,247716.0,
Of Which: Foreign Official,99990.0,2021-11-01,4161033.0,,3921510.0,,,239523.0,
Of Which: Foreign Official,99990.0,2021-12-01,4117652.0,,3870012.0,,,247640.0,
Of Which: Foreign Official,99990.0,2022-01-01,4129999.0,,3863278.0,,,266721.0,
Of Which: Foreign Official,99990.0,2022-02-01,4124382.0,,3846041.0,,,278341.0,
Of Which: Foreign Official,99990.0,2022-03-01,4025302.0,,3765617.0,,,259685.0,
Of Which: Foreign Official,99990.0,2022-04-01,3907479.0,,3650869.0,,,256610.0,
Of Which: Foreign Official,99990.0,2022-05-01,3866292.0,,3617693.0,,,248599.0,
Of Which: Foreign Official,99990.0,2022-06-01,3855274.0,,3616938.0,,,238336.0,
Of Which: Foreign Official,99990.0,2022-07-01,3894989.0,,3660973.0,,,234016.0,
Of Which: Foreign Official,99990.0,2022-08-01,3876879.0,,3646416.0,,,230463.0,
Of Which: Foreign Official,99990.0,2022-09-01,3713699.0,,3493691.0,,,220008.0,
Of Which: Foreign Official,99990.0,2022-10-01,3614042.0,,3410226.0,,,203816.0,
Of Which: Foreign Official,99990.0,2022-11-01,3661970.0,,3444806.0,,,217164.0,
Of Which: Foreign Official,99990.0,2022-12-01,3667449.0,,3428735.0,,,238714.0,
Of Which: Foreign Official,99990.0,2023-01-01,3703848.0,,3454251.0,,,249597.0,
Of Which: Foreign Official,99990.0,2023-02-01,3692667.0,54751.0,3435728.0,47409.0,-54607.0,256939.0,7342.0
Of Which: Foreign Official,99990.0,2023-03-01,3769907.0,549.0,3517636.0,5217.0,71382.0,252271.0,-4668.0
Of Which: Foreign Official,99990.0,2023-04-01,3789724.0,14536.0,3558378.0,35461.0,13980.0,231346.0,-20925.0
Of Which: Foreign Official,99990.0,2023-05-01,3782698.0,29906.0,3548277.0,26831.0,-33497.0,234421.0,3075.0
Of Which: Foreign Official,99990.0,2023-06-01,3769207.0,11987.0,3548853.0,26054.0,-26749.0,220354.0,-14067.0
Of Which: Foreign Official,99990.0,2023-07-01,3758780.0,-7251.0,3522207.0,-23470.0,-7015.0,236573.0,16219.0
Of Which: Foreign Official,99990.0,2023-08-01,3738159.0,-4155.0,3500393.0,-5348.0,-10919.0,237766.0,1193.0
Of Which: Foreign Official,99990.0,2023-09-01,3690999.0,12429.0,3456526.0,15722.0,-55922.0,234473.0,-3293.0
Of Which: Foreign Official,99990.0,2023-10-01,3640409.0,-19778.0,3405622.0,-20092.0,-21765.0,234787.0,314.0
Of Which: Foreign Official,99990.0,2023-11-01,3684071.0,-21137.0,3438094.0,-32327.0,84776.0,245977.0,11190.0
Of Which: Foreign Official,99990.0,2023-12-01,3796439.0,27700.0,3546470.0,23708.0,82706.0,249969.0,3992.0
Of Which: Foreign Official,99990.0,2024-01-01,3799148.0,-2440.0,3548834.0,-2785.0,9554.0,250314.0,345.0
Of Which: Foreign Official,99990.0,2024-02-01,3767587.0,32676.0,3501298.0,16701.0,-36606.0,266289.0,15975.0
Of Which: Foreign Official,99990.0,2024-03-01,3816873.0,32386.0,3549916.0,31718.0,21739.0,266957.0,668.0
Of Which: Foreign Official,99990.0,2024-04-01,3787246.0,35302.0,3524531.0,39544.0,-54758.0,262715.0,-4242.0
Of Which: Foreign Official,99990.0,2024-05-01,3797680.0,-19157.0,3542838.0,-11284.0,31622.0,254842.0,-7873.0
Of Which: Foreign Official,99990.0,2024-06-01,3831011.0,7026.0,3562491.0,-6652.0,34458.0,268520.0,13678.0
Of Which: Foreign Official,99990.0,2024-07-01,3846436.0,-30014.0,3574584.0,-33346.0,49482.0,271852.0,3332.0
Of Which: Foreign Official,99990.0,2024-08-01,3876375.0,5507.0,3569184.0,-29832.0,34379.0,307191.0,35339.0
Of Which: Foreign Official,99990.0,2024-09-01,3914130.0,6373.0,3595804.0,-4762.0,29905.0,318326.0,11135.0
Of Which: Foreign Official,99990.0,2024-10-01,3856251.0,8810.0,3544208.0,15093.0,-56526.0,312043.0,-6283.0
Of Which: Foreign Official,99990.0,2024-11-01,3861856.0,-8469.0,3557218.0,-1064.0,27781.0,304638.0,-7405.0
Of Which: Foreign Official,99990.0,2024-12-01,3792493.0,-37799.0,3485567.0,-40087.0,-36234.0,306926.0,2288.0
Of Which: Foreign Official,99990.0,2025-01-01,3803794.0,42045.0,3430359.0,-24464.0,-1654.0,373435.0,66509.0
Of Which: Foreign Official,99990.0,2025-02-01,3895853.0,40870.0,3460863.0,-20685.0,61570.0,434990.0,61555.0
Of Which: Foreign Official,99990.0,2025-03-01,3923394.0,28050.0,3503605.0,43251.0,9404.0,419789.0,-15201.0
Of Which: Foreign Official,99990.0,2025-04-01,3907385.0,-11602.0,3493506.0,-5692.0,19740.0,413879.0,-5910.0
Of Which: Foreign Official,99990.0,2025-05-01,3877089.0,3186.0,3479509.0,19485.0,-23057.0,397580.0,-16299.0
Of Which: Foreign Official,99990.0,2025-06-01,3892526.0,-3963.0,3489962.0,-8947.0,30869.0,402564.0,4984.0
Of Which: Foreign Official,99990.0,2025-07-01,3886470.0,14656.0,3476476.0,7226.0,-8999.0,409994.0,7430.0
Of Which: Foreign Official,99990.0,2025-08-01,3919787.0,-7097.0,3508206.0,-8684.0,30324.0,411581.0,1587.0
Of Which: Foreign Official,99990.0,2025-09-01,3872555.0,-57082.0,3501211.0,-16845.0,15874.0,371344.0,-40237.0
Of Which: Foreign Official,99990.0,2025-10-01,3866433.0,-9854.0,3480439.0,-24504.0,12998.0,385994.0,14650.0
Of Which: Foreign Official,99990.0,2025-11-01,3912314.0,32552.0,3526758.0,32990.0,18626.0,385556.0,-438.0
Of Which: Foreign Official,99990.0,2025-12-01,3877654.0,-18454.0,3489146.0,-21406.0,-18548.0,388508.0,2952.0
Of Which: Foreign Official,99990.0,2026-01-01,3943284.0,69532.0,3535470.0,50226.0,-3220.0,407814.0,19306.0
Of Which: Foreign Official,99990.0,2026-02-01,4010976.0,20187.0,3557724.0,-25251.0,47215.0,453252.0,45438.0
Of Which: Foreign Official,99990.0,2026-03-01,3904901.0,-47539.0,3461247.0,-37941.0,-52584.0,443654.0,-9598.0
Of Which: Foreign Official,99990.0,2026-04-01,3906503.0,29737.0,3449235.0,16123.0,-8872.0,457268.0,13614.0
Of Which: Foreign Official,99990.0,2026-05-01,3847999.0,-58009.0,3451769.0,3029.0,426.0,396230.0,-61038.0
Panama,31887.0,2020-01-01,3675.0,,1709.0,,,1966.0,47.0
Panama,31887.0,2020-02-01,3711.0,,1740.0,,,1971.0,5.0
Panama,31887.0,2020-03-01,3205.0,,1671.0,,,1534.0,-437.0
Panama,31887.0,2020-04-01,3187.0,,1522.0,,,1665.0,131.0
Panama,31887.0,2020-05-01,3442.0,,1612.0,,,1830.0,165.0
Panama,31887.0,2020-06-01,3646.0,,1579.0,,,2067.0,237.0
Panama,31887.0,2020-07-01,3410.0,,1480.0,,,1930.0,-137.0
Panama,31887.0,2020-08-01,3318.0,,1502.0,,,1816.0,-114.0
Panama,31887.0,2020-09-01,3151.0,,1496.0,,,1655.0,-161.0
Panama,31887.0,2020-10-01,3078.0,,1519.0,,,1559.0,-96.0
Panama,31887.0,2020-11-01,2982.0,,1465.0,,,1517.0,-42.0
Panama,31887.0,2020-12-01,4404.0,,1499.0,,,2905.0,1388.0
Panama,31887.0,2021-01-01,4404.0,,1513.0,,,2891.0,-14.0
Panama,31887.0,2021-02-01,3644.0,,1508.0,,,2136.0,-755.0
Panama,31887.0,2021-03-01,3244.0,,1528.0,,,1716.0,-420.0
Panama,31887.0,2021-04-01,2472.0,,1561.0,,,911.0,-805.0
Panama,31887.0,2021-05-01,2647.0,,1603.0,,,1044.0,133.0
Panama,31887.0,2021-06-01,3261.0,,1530.0,,,1731.0,687.0
Panama,31887.0,2021-07-01,3092.0,,1477.0,,,1615.0,-116.0
Panama,31887.0,2021-08-01,3074.0,,1417.0,,,1657.0,42.0
Panama,31887.0,2021-09-01,3192.0,,1442.0,,,1750.0,93.0
Panama,31887.0,2021-10-01,3417.0,,1565.0,,,1852.0,102.0
Panama,31887.0,2021-11-01,2753.0,,1293.0,,,1460.0,-392.0
Panama,31887.0,2021-12-01,3313.0,,1367.0,,,1946.0,486.0
Panama,31887.0,2022-01-01,3344.0,,1461.0,,,1883.0,-63.0
Panama,31887.0,2022-02-01,3551.0,,1391.0,,,2160.0,277.0
Panama,31887.0,2022-03-01,3966.0,,1725.0,,,2241.0,81.0
Panama,31887.0,2022-04-01,3683.0,,1907.0,,,1776.0,-465.0
Panama,31887.0,2022-05-01,4124.0,,2001.0,,,2123.0,347.0
Panama,31887.0,2022-06-01,4484.0,,2095.0,,,2389.0,266.0
Panama,31887.0,2022-07-01,4616.0,,2207.0,,,2409.0,20.0
Panama,31887.0,2022-08-01,5145.0,,2339.0,,,2806.0,397.0
Panama,31887.0,2022-09-01,5827.0,,2584.0,,,3243.0,437.0
